Dataset,Synthesizer,Repetition,Classifier,EvalType,Property,Score
D1139,,,RF,base_utility,macro_f1,0.9439382356384773
D114,,,LR,base_utility,accuracy,1.0
D114,,,LR,base_utility,macro_f1,1.0
D114,,,DT,base_utility,accuracy,0.9757575757575757
D114,,,DT,base_utility,macro_f1,0.9756852343059239
D114,,,RF,base_utility,accuracy,1.0
D114,,,RF,base_utility,macro_f1,1.0
D1140,,,LR,base_utility,accuracy,0.8909090909090909
D1140,,,LR,base_utility,macro_f1,0.890764647467726
D1140,,,DT,base_utility,accuracy,0.7666666666666667
D1140,,,DT,base_utility,macro_f1,0.7664929837620269
D1140,,,RF,base_utility,accuracy,0.8909090909090909
D1140,,,RF,base_utility,macro_f1,0.8907395315043548
D1141,,,LR,base_utility,accuracy,1.0
D1141,,,LR,base_utility,macro_f1,1.0
D1141,,,DT,base_utility,accuracy,1.0
D1141,,,DT,base_utility,macro_f1,1.0
D1141,,,RF,base_utility,accuracy,1.0
D1141,,,RF,base_utility,macro_f1,1.0
D1142,,,LR,base_utility,accuracy,0.9954545454545455
D1142,,,LR,base_utility,macro_f1,0.9954490186659188
D1142,,,DT,base_utility,accuracy,0.9863636363636363
D1142,,,DT,base_utility,macro_f1,0.9863440427610781
D1142,,,RF,base_utility,accuracy,0.9954545454545455
D1142,,,RF,base_utility,macro_f1,0.9954490186659188
D1143,,,LR,base_utility,accuracy,0.956060606060606
D1143,,,LR,base_utility,macro_f1,0.9560483972820732
D1143,,,DT,base_utility,accuracy,0.8772727272727273
D1143,,,DT,base_utility,macro_f1,0.8772093023255814
D1143,,,RF,base_utility,accuracy,0.956060606060606
D1143,,,RF,base_utility,macro_f1,0.9560483972820732
D1144,,,LR,base_utility,accuracy,0.8954545454545455
D1144,,,LR,base_utility,macro_f1,0.8953485967198196
D1144,,,DT,base_utility,accuracy,0.806060606060606
D1144,,,DT,base_utility,macro_f1,0.8055445581018497
D1144,,,RF,base_utility,accuracy,0.8954545454545455
D1144,,,RF,base_utility,macro_f1,0.8953485967198196
D1145,,,LR,base_utility,accuracy,1.0
D1145,,,LR,base_utility,macro_f1,1.0
D1145,,,DT,base_utility,accuracy,1.0
D1145,,,DT,base_utility,macro_f1,1.0
D1145,,,RF,base_utility,accuracy,1.0
D1145,,,RF,base_utility,macro_f1,1.0
D1146,,,LR,base_utility,accuracy,0.9924242424242424
D1146,,,LR,base_utility,macro_f1,0.9924165649796971
D1146,,,DT,base_utility,accuracy,0.9833333333333333
D1146,,,DT,base_utility,macro_f1,0.9833164429553336
D1146,,,RF,base_utility,accuracy,0.9924242424242424
D1146,,,RF,base_utility,macro_f1,0.9924165649796971
D1147,,,LR,base_utility,accuracy,0.9393939393939394
D1147,,,LR,base_utility,macro_f1,0.939326524421074
D1147,,,DT,base_utility,accuracy,0.8848484848484849
D1147,,,DT,base_utility,macro_f1,0.8847966486297782
D1147,,,RF,base_utility,accuracy,0.9393939393939394
D1147,,,RF,base_utility,macro_f1,0.939326524421074
D1148,,,LR,base_utility,accuracy,0.896969696969697
D1148,,,LR,base_utility,macro_f1,0.8967839269944069
D1148,,,DT,base_utility,accuracy,0.8212121212121212
D1148,,,DT,base_utility,macro_f1,0.8211529982363315
D1148,,,RF,base_utility,accuracy,0.896969696969697
D1148,,,RF,base_utility,macro_f1,0.8967839269944069
D1149,,,LR,base_utility,accuracy,0.9727272727272728
D1149,,,LR,base_utility,macro_f1,0.9727112352530413
D1149,,,DT,base_utility,accuracy,0.9727272727272728
D1149,,,DT,base_utility,macro_f1,0.9726911618669315
D1149,,,RF,base_utility,accuracy,0.9939393939393939
D1149,,,RF,base_utility,macro_f1,0.9939338235294117
D115,,,LR,base_utility,accuracy,0.9393939393939394
D115,,,LR,base_utility,macro_f1,0.9393382352941176
D115,,,DT,base_utility,accuracy,0.8787878787878788
D115,,,DT,base_utility,macro_f1,0.8784261715296198
D115,,,RF,base_utility,accuracy,0.9515151515151515
D115,,,RF,base_utility,macro_f1,0.9514991181657848
D1150,,,LR,base_utility,accuracy,0.9651515151515152
D1150,,,LR,base_utility,macro_f1,0.9651475946559646
D1150,,,DT,base_utility,accuracy,0.946969696969697
D1150,,,DT,base_utility,macro_f1,0.9469686012796408
D1150,,,RF,base_utility,accuracy,0.9848484848484849
D1150,,,RF,base_utility,macro_f1,0.98484792829856
D1151,,,LR,base_utility,accuracy,0.9045454545454545
D1151,,,LR,base_utility,macro_f1,0.9045189320265731
D1151,,,DT,base_utility,accuracy,0.85
D1151,,,DT,base_utility,macro_f1,0.8499913906904666
D1151,,,RF,base_utility,accuracy,0.9348484848484848
D1151,,,RF,base_utility,macro_f1,0.9348303821768673
D1152,,,LR,base_utility,accuracy,0.8803030303030303
D1152,,,LR,base_utility,macro_f1,0.8802961602479481
D1152,,,DT,base_utility,accuracy,0.793939393939394
D1152,,,DT,base_utility,macro_f1,0.7939223627297022
D1152,,,RF,base_utility,accuracy,0.9015151515151515
D1152,,,RF,base_utility,macro_f1,0.9014877870115436
D116,,,LR,base_utility,accuracy,0.8545454545454545
D116,,,LR,base_utility,macro_f1,0.8538961038961039
D116,,,DT,base_utility,accuracy,0.793939393939394
D116,,,DT,base_utility,macro_f1,0.7933244916003537
D116,,,RF,base_utility,accuracy,0.8666666666666667
D116,,,RF,base_utility,macro_f1,0.8662687886825817
D117,,,LR,base_utility,accuracy,1.0
D117,,,LR,base_utility,macro_f1,1.0
D117,,,DT,base_utility,accuracy,1.0
D117,,,DT,base_utility,macro_f1,1.0
D117,,,RF,base_utility,accuracy,1.0
D117,,,RF,base_utility,macro_f1,1.0
D118,,,LR,base_utility,accuracy,0.9878787878787879
D118,,,LR,base_utility,macro_f1,0.987842617152962
D118,,,DT,base_utility,accuracy,0.9818181818181818
D118,,,DT,base_utility,macro_f1,0.9817753396413975
D118,,,RF,base_utility,accuracy,0.9878787878787879
D118,,,RF,base_utility,macro_f1,0.987842617152962
D119,,,LR,base_utility,accuracy,0.9151515151515152
D119,,,LR,base_utility,macro_f1,0.9150735294117647
D119,,,DT,base_utility,accuracy,0.8909090909090909
D119,,,DT,base_utility,macro_f1,0.8909050837496326
D119,,,RF,base_utility,accuracy,0.9151515151515152
D119,,,RF,base_utility,macro_f1,0.9150735294117647
D12,,,LR,base_utility,accuracy,0.6727272727272727
D12,,,LR,base_utility,macro_f1,0.6721371798645863
D12,,,DT,base_utility,accuracy,0.6666666666666666
D12,,,DT,base_utility,macro_f1,0.6662253117069403
D12,,,RF,base_utility,accuracy,0.7333333333333333
D12,,,RF,base_utility,macro_f1,0.7332451499118167
D120,,,LR,base_utility,accuracy,0.8727272727272727
D120,,,LR,base_utility,macro_f1,0.8722580645161291
D120,,,DT,base_utility,accuracy,0.8121212121212121
D120,,,DT,base_utility,macro_f1,0.8114285714285714
D120,,,RF,base_utility,accuracy,0.8787878787878788
D120,,,RF,base_utility,macro_f1,0.8784261715296198
D121,,,LR,base_utility,accuracy,1.0
D121,,,LR,base_utility,macro_f1,1.0
D121,,,DT,base_utility,accuracy,1.0
D121,,,DT,base_utility,macro_f1,1.0
D121,,,RF,base_utility,accuracy,1.0
D121,,,RF,base_utility,macro_f1,1.0
D122,,,LR,base_utility,accuracy,0.9939393939393939
D122,,,LR,base_utility,macro_f1,0.9939170506912443
D122,,,DT,base_utility,accuracy,0.9939393939393939
D122,,,DT,base_utility,macro_f1,0.9939071673867288
D122,,,RF,base_utility,accuracy,1.0
D122,,,RF,base_utility,macro_f1,1.0
D123,,,LR,base_utility,accuracy,0.9696969696969697
D123,,,LR,base_utility,macro_f1,0.9695358369336435
D123,,,DT,base_utility,accuracy,0.9636363636363636
D123,,,DT,base_utility,macro_f1,0.9634092253104671
D123,,,RF,base_utility,accuracy,0.9696969696969697
D123,,,RF,base_utility,macro_f1,0.9695358369336435
D124,,,LR,base_utility,accuracy,0.8666666666666667
D124,,,LR,base_utility,macro_f1,0.8658338261383797
D124,,,DT,base_utility,accuracy,0.806060606060606
D124,,,DT,base_utility,macro_f1,0.8054818744473917
D124,,,RF,base_utility,accuracy,0.8848484848484849
D124,,,RF,base_utility,macro_f1,0.8840134670169078
D125,,,LR,base_utility,accuracy,0.9575757575757575
D125,,,LR,base_utility,macro_f1,0.9574193548387097
D125,,,DT,base_utility,accuracy,1.0
D125,,,DT,base_utility,macro_f1,1.0
D125,,,RF,base_utility,accuracy,1.0
D125,,,RF,base_utility,macro_f1,1.0
D126,,,LR,base_utility,accuracy,0.9393939393939394
D126,,,LR,base_utility,macro_f1,0.9392130857648099
D126,,,DT,base_utility,accuracy,0.9939393939393939
D126,,,DT,base_utility,macro_f1,0.9939251132137992
D126,,,RF,base_utility,accuracy,0.9939393939393939
D126,,,RF,base_utility,macro_f1,0.9939251132137992
D127,,,LR,base_utility,accuracy,0.9272727272727272
D127,,,LR,base_utility,macro_f1,0.9272486772486772
D127,,,DT,base_utility,accuracy,0.896969696969697
D127,,,DT,base_utility,macro_f1,0.8968332781639634
D127,,,RF,base_utility,accuracy,0.9757575757575757
D127,,,RF,base_utility,macro_f1,0.9757566852776962
D128,,,LR,base_utility,accuracy,0.8545454545454545
D128,,,LR,base_utility,macro_f1,0.8536369012418688
D128,,,DT,base_utility,accuracy,0.8181818181818182
D128,,,DT,base_utility,macro_f1,0.8180147058823529
D128,,,RF,base_utility,accuracy,0.896969696969697
D128,,,RF,base_utility,macro_f1,0.8965898617511521
D129,,,LR,base_utility,accuracy,0.7303030303030303
D129,,,LR,base_utility,macro_f1,0.7302807394550515
D129,,,DT,base_utility,accuracy,0.9151515151515152
D129,,,DT,base_utility,macro_f1,0.9151016207872396
D129,,,RF,base_utility,accuracy,0.9181818181818182
D129,,,RF,base_utility,macro_f1,0.9181750557897348
D13,,,LR,base_utility,accuracy,0.5515151515151515
D13,,,LR,base_utility,macro_f1,0.5507065057403591
D13,,,DT,base_utility,accuracy,0.6787878787878788
D13,,,DT,base_utility,macro_f1,0.6780310003313574
D13,,,RF,base_utility,accuracy,0.7212121212121212
D13,,,RF,base_utility,macro_f1,0.7194707273802483
D130,,,LR,base_utility,accuracy,0.7484848484848485
D130,,,LR,base_utility,macro_f1,0.748482538866289
D130,,,DT,base_utility,accuracy,0.8818181818181818
D130,,,DT,base_utility,macro_f1,0.8817649814884567
D130,,,RF,base_utility,accuracy,0.906060606060606
D130,,,RF,base_utility,macro_f1,0.9055183560378666
D131,,,LR,base_utility,accuracy,0.7181818181818181
D131,,,LR,base_utility,macro_f1,0.718054955857089
D131,,,DT,base_utility,accuracy,0.8696969696969697
D131,,,DT,base_utility,macro_f1,0.8696383129231702
D131,,,RF,base_utility,accuracy,0.8878787878787879
D131,,,RF,base_utility,macro_f1,0.8878777582897914
D132,,,LR,base_utility,accuracy,0.703030303030303
D132,,,LR,base_utility,macro_f1,0.702986664707395
D132,,,DT,base_utility,accuracy,0.7090909090909091
D132,,,DT,base_utility,macro_f1,0.7090802233323538
D132,,,RF,base_utility,accuracy,0.8363636363636363
D132,,,RF,base_utility,macro_f1,0.8358753315649867
D133,,,LR,base_utility,accuracy,0.7
D133,,,LR,base_utility,macro_f1,0.699666295884316
D133,,,DT,base_utility,accuracy,0.7181818181818181
D133,,,DT,base_utility,macro_f1,0.718054955857089
D133,,,RF,base_utility,accuracy,0.7606060606060606
D133,,,RF,base_utility,macro_f1,0.7578825168330625
D134,,,LR,base_utility,accuracy,0.7333333333333333
D134,,,LR,base_utility,macro_f1,0.7332451499118167
D134,,,DT,base_utility,accuracy,0.7272727272727273
D134,,,DT,base_utility,macro_f1,0.7255691898285039
D134,,,RF,base_utility,accuracy,0.7848484848484848
D134,,,RF,base_utility,macro_f1,0.7846091616948123
D135,,,LR,base_utility,accuracy,0.7424242424242424
D135,,,LR,base_utility,macro_f1,0.7423650975889782
D135,,,DT,base_utility,accuracy,0.693939393939394
D135,,,DT,base_utility,macro_f1,0.6938016187265161
D135,,,RF,base_utility,accuracy,0.7696969696969697
D135,,,RF,base_utility,macro_f1,0.7675108457859023
D136,,,LR,base_utility,accuracy,0.6757575757575758
D136,,,LR,base_utility,macro_f1,0.6757545982975051
D136,,,DT,base_utility,accuracy,0.6727272727272727
D136,,,DT,base_utility,macro_f1,0.6726190476190477
D136,,,RF,base_utility,accuracy,0.7090909090909091
D136,,,RF,base_utility,macro_f1,0.7082228116710876
D137,,,LR,base_utility,accuracy,0.7424242424242424
D137,,,LR,base_utility,macro_f1,0.742308292987662
D137,,,DT,base_utility,accuracy,0.8303030303030303
D137,,,DT,base_utility,macro_f1,0.8301470588235293
D137,,,RF,base_utility,accuracy,0.9090909090909091
D137,,,RF,base_utility,macro_f1,0.9090374508434709
D138,,,LR,base_utility,accuracy,0.7272727272727273
D138,,,LR,base_utility,macro_f1,0.7258225324027916
D138,,,DT,base_utility,accuracy,0.7909090909090909
D138,,,DT,base_utility,macro_f1,0.7909071708647462
D138,,,RF,base_utility,accuracy,0.8878787878787879
D138,,,RF,base_utility,macro_f1,0.8877953298596752
D139,,,LR,base_utility,accuracy,0.7212121212121212
D139,,,LR,base_utility,macro_f1,0.7210481825866442
D139,,,DT,base_utility,accuracy,0.796969696969697
D139,,,DT,base_utility,macro_f1,0.7967438568105976
D139,,,RF,base_utility,accuracy,0.8666666666666667
D139,,,RF,base_utility,macro_f1,0.8660714285714286
D14,,,LR,base_utility,accuracy,0.6181818181818182
D14,,,LR,base_utility,macro_f1,0.616774193548387
D14,,,DT,base_utility,accuracy,0.6242424242424243
D14,,,DT,base_utility,macro_f1,0.6238970588235294
D14,,,RF,base_utility,accuracy,0.793939393939394
D14,,,RF,base_utility,macro_f1,0.7938712522045855
D140,,,LR,base_utility,accuracy,0.696969696969697
D140,,,LR,base_utility,macro_f1,0.6969585659712019
D140,,,DT,base_utility,accuracy,0.7151515151515152
D140,,,DT,base_utility,macro_f1,0.7141013824884792
D140,,,RF,base_utility,accuracy,0.7878787878787878
D140,,,RF,base_utility,macro_f1,0.7869318181818181
D141,,,LR,base_utility,accuracy,0.593939393939394
D141,,,LR,base_utility,macro_f1,0.5927276746242263
D141,,,DT,base_utility,accuracy,0.803030303030303
D141,,,DT,base_utility,macro_f1,0.8028836875913213
D141,,,RF,base_utility,accuracy,0.8181818181818182
D141,,,RF,base_utility,macro_f1,0.8177533964139759
D142,,,LR,base_utility,accuracy,0.6393939393939394
D142,,,LR,base_utility,macro_f1,0.6393641347769787
D142,,,DT,base_utility,accuracy,0.7848484848484848
D142,,,DT,base_utility,macro_f1,0.7847990815154995
D142,,,RF,base_utility,accuracy,0.8424242424242424
D142,,,RF,base_utility,macro_f1,0.8422794117647059
D143,,,LR,base_utility,accuracy,0.5909090909090909
D143,,,LR,base_utility,macro_f1,0.5889121628479944
D143,,,DT,base_utility,accuracy,0.6818181818181818
D143,,,DT,base_utility,macro_f1,0.681791883626746
D143,,,RF,base_utility,accuracy,0.7606060606060606
D143,,,RF,base_utility,macro_f1,0.7604278664571444
D144,,,LR,base_utility,accuracy,0.6151515151515151
D144,,,LR,base_utility,macro_f1,0.6132729235681132
D144,,,DT,base_utility,accuracy,0.6909090909090909
D144,,,DT,base_utility,macro_f1,0.690625
D144,,,RF,base_utility,accuracy,0.7575757575757576
D144,,,RF,base_utility,macro_f1,0.7568523430592395
D145,,,LR,base_utility,accuracy,0.7090909090909091
D145,,,LR,base_utility,macro_f1,0.7087057265806025
D145,,,DT,base_utility,accuracy,0.8696969696969697
D145,,,DT,base_utility,macro_f1,0.8692635826753518
D145,,,RF,base_utility,accuracy,0.9030303030303031
D145,,,RF,base_utility,macro_f1,0.9030160537820066
D146,,,LR,base_utility,accuracy,0.7212121212121212
D146,,,LR,base_utility,macro_f1,0.720555207834763
D146,,,DT,base_utility,accuracy,0.8939393939393939
D146,,,DT,base_utility,macro_f1,0.8939384200038567
D146,,,RF,base_utility,accuracy,0.9030303030303031
D146,,,RF,base_utility,macro_f1,0.9028018114207872
D147,,,LR,base_utility,accuracy,0.703030303030303
D147,,,LR,base_utility,macro_f1,0.7030193946517778
D147,,,DT,base_utility,accuracy,0.796969696969697
D147,,,DT,base_utility,macro_f1,0.796923076923077
D147,,,RF,base_utility,accuracy,0.8818181818181818
D147,,,RF,base_utility,macro_f1,0.8818170965757262
D148,,,LR,base_utility,accuracy,0.7636363636363637
D148,,,LR,base_utility,macro_f1,0.7634973721930244
D148,,,DT,base_utility,accuracy,0.7909090909090909
D148,,,DT,base_utility,macro_f1,0.7898884387889749
D148,,,RF,base_utility,accuracy,0.8393939393939394
D148,,,RF,base_utility,macro_f1,0.8373492295245092
D149,,,LR,base_utility,accuracy,0.706060606060606
D149,,,LR,base_utility,macro_f1,0.7057336434422086
D149,,,DT,base_utility,accuracy,0.6727272727272727
D149,,,DT,base_utility,macro_f1,0.6719561135451566
D149,,,RF,base_utility,accuracy,0.7393939393939394
D149,,,RF,base_utility,macro_f1,0.7382305194805194
D15,,,LR,base_utility,accuracy,0.5696969696969697
D15,,,LR,base_utility,macro_f1,0.5645143303222928
D15,,,DT,base_utility,accuracy,0.6606060606060606
D15,,,DT,base_utility,macro_f1,0.6602941176470588
D15,,,RF,base_utility,accuracy,0.7272727272727273
D15,,,RF,base_utility,macro_f1,0.7223364870423694
D150,,,LR,base_utility,accuracy,0.696969696969697
D150,,,LR,base_utility,macro_f1,0.6965684651881275
D150,,,DT,base_utility,accuracy,0.693939393939394
D150,,,DT,base_utility,macro_f1,0.6939140975838223
D150,,,RF,base_utility,accuracy,0.7515151515151515
D150,,,RF,base_utility,macro_f1,0.7511861414542645
D151,,,LR,base_utility,accuracy,0.703030303030303
D151,,,LR,base_utility,macro_f1,0.7023305474761606
D151,,,DT,base_utility,accuracy,0.7303030303030303
D151,,,DT,base_utility,macro_f1,0.7287462479796813
D151,,,RF,base_utility,accuracy,0.7484848484848485
D151,,,RF,base_utility,macro_f1,0.7462455646244638
D152,,,LR,base_utility,accuracy,0.6727272727272727
D152,,,LR,base_utility,macro_f1,0.6725348230364954
D152,,,DT,base_utility,accuracy,0.6727272727272727
D152,,,DT,base_utility,macro_f1,0.6725348230364954
D152,,,RF,base_utility,accuracy,0.696969696969697
D152,,,RF,base_utility,macro_f1,0.6969251680687705
D153,,,LR,base_utility,accuracy,0.7515151515151515
D153,,,LR,base_utility,macro_f1,0.7515151515151515
D153,,,DT,base_utility,accuracy,0.806060606060606
D153,,,DT,base_utility,macro_f1,0.8060321075640131
D153,,,RF,base_utility,accuracy,0.9030303030303031
D153,,,RF,base_utility,macro_f1,0.9030267411107846
D154,,,LR,base_utility,accuracy,0.693939393939394
D154,,,LR,base_utility,macro_f1,0.6937115761034378
D154,,,DT,base_utility,accuracy,0.8606060606060606
D154,,,DT,base_utility,macro_f1,0.8605599647266314
D154,,,RF,base_utility,accuracy,0.8727272727272727
D154,,,RF,base_utility,macro_f1,0.872610294117647
D155,,,LR,base_utility,accuracy,0.7363636363636363
D155,,,LR,base_utility,macro_f1,0.7363612154381582
D155,,,DT,base_utility,accuracy,0.7727272727272727
D155,,,DT,base_utility,macro_f1,0.7723740239674057
D155,,,RF,base_utility,accuracy,0.8454545454545455
D155,,,RF,base_utility,macro_f1,0.8452143362978359
D156,,,LR,base_utility,accuracy,0.6575757575757576
D156,,,LR,base_utility,macro_f1,0.6571948629790676
D156,,,DT,base_utility,accuracy,0.706060606060606
D156,,,DT,base_utility,macro_f1,0.7060363115408987
D156,,,RF,base_utility,accuracy,0.8212121212121212
D156,,,RF,base_utility,macro_f1,0.8211710677382319
D157,,,LR,base_utility,accuracy,0.603030303030303
D157,,,LR,base_utility,macro_f1,0.6030266577287211
D157,,,DT,base_utility,accuracy,0.793939393939394
D157,,,DT,base_utility,macro_f1,0.7938182219118675
D157,,,RF,base_utility,accuracy,0.8181818181818182
D157,,,RF,base_utility,macro_f1,0.8180147058823529
D158,,,LR,base_utility,accuracy,0.6060606060606061
D158,,,LR,base_utility,macro_f1,0.6056985294117647
D158,,,DT,base_utility,accuracy,0.7606060606060606
D158,,,DT,base_utility,macro_f1,0.7604278664571444
D158,,,RF,base_utility,accuracy,0.8
D158,,,RF,base_utility,macro_f1,0.7998161764705882
D159,,,LR,base_utility,accuracy,0.5757575757575758
D159,,,LR,base_utility,macro_f1,0.5747579249659438
D159,,,DT,base_utility,accuracy,0.6606060606060606
D159,,,DT,base_utility,macro_f1,0.6605561882370229
D159,,,RF,base_utility,accuracy,0.7333333333333333
D159,,,RF,base_utility,macro_f1,0.7325375773651636
D16,,,LR,base_utility,accuracy,0.49696969696969695
D16,,,LR,base_utility,macro_f1,0.492194742111313
D16,,,DT,base_utility,accuracy,0.593939393939394
D16,,,DT,base_utility,macro_f1,0.5938797252121524
D16,,,RF,base_utility,accuracy,0.6727272727272727
D16,,,RF,base_utility,macro_f1,0.6724264705882352
D160,,,LR,base_utility,accuracy,0.6303030303030303
D160,,,LR,base_utility,macro_f1,0.6279937906564164
D160,,,DT,base_utility,accuracy,0.6545454545454545
D160,,,DT,base_utility,macro_f1,0.6545327652071702
D160,,,RF,base_utility,accuracy,0.6878787878787879
D160,,,RF,base_utility,macro_f1,0.6873936595819039
D161,,,LR,base_utility,accuracy,0.8909090909090909
D161,,,LR,base_utility,macro_f1,0.8908930605047574
D161,,,DT,base_utility,accuracy,0.9151515151515152
D161,,,DT,base_utility,macro_f1,0.9151234567901234
D161,,,RF,base_utility,accuracy,0.9303030303030303
D161,,,RF,base_utility,macro_f1,0.9303023902882488
D162,,,LR,base_utility,accuracy,0.9121212121212121
D162,,,LR,base_utility,macro_f1,0.9120557990792049
D162,,,DT,base_utility,accuracy,0.9212121212121213
D162,,,DT,base_utility,macro_f1,0.9212092271525125
D162,,,RF,base_utility,accuracy,0.9545454545454546
D162,,,RF,base_utility,macro_f1,0.9544748047934811
D163,,,LR,base_utility,accuracy,0.8666666666666667
D163,,,LR,base_utility,macro_f1,0.8661751152073733
D163,,,DT,base_utility,accuracy,0.8848484848484849
D163,,,DT,base_utility,macro_f1,0.8845771510621847
D163,,,RF,base_utility,accuracy,0.9181818181818182
D163,,,RF,base_utility,macro_f1,0.9180908079684498
D164,,,LR,base_utility,accuracy,0.8212121212121212
D164,,,LR,base_utility,macro_f1,0.8204851602909855
D164,,,DT,base_utility,accuracy,0.7393939393939394
D164,,,DT,base_utility,macro_f1,0.7393843667352336
D164,,,RF,base_utility,accuracy,0.8151515151515152
D164,,,RF,base_utility,macro_f1,0.8151498177210075
D165,,,LR,base_utility,accuracy,0.8515151515151516
D165,,,LR,base_utility,macro_f1,0.8514810562571757
D165,,,DT,base_utility,accuracy,0.8727272727272727
D165,,,DT,base_utility,macro_f1,0.8727085705888835
D165,,,RF,base_utility,accuracy,0.9090909090909091
D165,,,RF,base_utility,macro_f1,0.9090775504206311
D166,,,LR,base_utility,accuracy,0.8424242424242424
D166,,,LR,base_utility,macro_f1,0.8421401236385045
D166,,,DT,base_utility,accuracy,0.8696969696969697
D166,,,DT,base_utility,macro_f1,0.869599977945028
D166,,,RF,base_utility,accuracy,0.8848484848484849
D166,,,RF,base_utility,macro_f1,0.8846408595819841
D167,,,LR,base_utility,accuracy,0.8272727272727273
D167,,,LR,base_utility,macro_f1,0.8271441568108511
D167,,,DT,base_utility,accuracy,0.8181818181818182
D167,,,DT,base_utility,macro_f1,0.818121693121693
D167,,,RF,base_utility,accuracy,0.8757575757575757
D167,,,RF,base_utility,macro_f1,0.8756650952499103
D168,,,LR,base_utility,accuracy,0.7878787878787878
D168,,,LR,base_utility,macro_f1,0.7878476176481393
D168,,,DT,base_utility,accuracy,0.7363636363636363
D168,,,DT,base_utility,macro_f1,0.7363418464335896
D168,,,RF,base_utility,accuracy,0.8181818181818182
D168,,,RF,base_utility,macro_f1,0.8180147058823529
D169,,,LR,base_utility,accuracy,0.9242424242424242
D169,,,LR,base_utility,macro_f1,0.9239343899538074
D169,,,DT,base_utility,accuracy,0.9151515151515152
D169,,,DT,base_utility,macro_f1,0.9151390470592558
D169,,,RF,base_utility,accuracy,0.9363636363636364
D169,,,RF,base_utility,macro_f1,0.9362928506421276
D17,,,LR,base_utility,accuracy,0.6848484848484848
D17,,,LR,base_utility,macro_f1,0.6847442680776015
D17,,,DT,base_utility,accuracy,0.8545454545454545
D17,,,DT,base_utility,macro_f1,0.8542831910509272
D17,,,RF,base_utility,accuracy,0.8666666666666667
D17,,,RF,base_utility,macro_f1,0.8662687886825817
D170,,,LR,base_utility,accuracy,0.8848484848484849
D170,,,LR,base_utility,macro_f1,0.8847807710683965
D170,,,DT,base_utility,accuracy,0.896969696969697
D170,,,DT,base_utility,macro_f1,0.8968750000000001
D170,,,RF,base_utility,accuracy,0.9303030303030303
D170,,,RF,base_utility,macro_f1,0.930225503084235
D171,,,LR,base_utility,accuracy,0.8636363636363636
D171,,,LR,base_utility,macro_f1,0.8636250929828913
D171,,,DT,base_utility,accuracy,0.8303030303030303
D171,,,DT,base_utility,macro_f1,0.8301470588235293
D171,,,RF,base_utility,accuracy,0.8848484848484849
D171,,,RF,base_utility,macro_f1,0.8847807710683965
D172,,,LR,base_utility,accuracy,0.8303030303030303
D172,,,LR,base_utility,macro_f1,0.8299970562260819
D172,,,DT,base_utility,accuracy,0.7212121212121212
D172,,,DT,base_utility,macro_f1,0.7203801945181256
D172,,,RF,base_utility,accuracy,0.8515151515151516
D172,,,RF,base_utility,macro_f1,0.8511200522967286
D173,,,LR,base_utility,accuracy,0.6787878787878788
D173,,,LR,base_utility,macro_f1,0.6784926470588235
D173,,,DT,base_utility,accuracy,0.8484848484848485
D173,,,DT,base_utility,macro_f1,0.8484625840343852
D173,,,RF,base_utility,accuracy,0.906060606060606
D173,,,RF,base_utility,macro_f1,0.9059906817743225
D174,,,LR,base_utility,accuracy,0.7121212121212122
D174,,,LR,base_utility,macro_f1,0.7119916215744458
D174,,,DT,base_utility,accuracy,0.8878787878787879
D174,,,DT,base_utility,macro_f1,0.8877953298596752
D174,,,RF,base_utility,accuracy,0.9181818181818182
D174,,,RF,base_utility,macro_f1,0.9180908079684498
D175,,,LR,base_utility,accuracy,0.6454545454545455
D175,,,LR,base_utility,macro_f1,0.6442753296050268
D175,,,DT,base_utility,accuracy,0.7242424242424242
D175,,,DT,base_utility,macro_f1,0.7241791044776119
D175,,,RF,base_utility,accuracy,0.8212121212121212
D175,,,RF,base_utility,macro_f1,0.8210790395059686
D176,,,LR,base_utility,accuracy,0.6606060606060606
D176,,,LR,base_utility,macro_f1,0.6584861028976936
D176,,,DT,base_utility,accuracy,0.7
D176,,,DT,base_utility,macro_f1,0.6997766934083203
D176,,,RF,base_utility,accuracy,0.8454545454545455
D176,,,RF,base_utility,macro_f1,0.8449405282893706
D177,,,LR,base_utility,accuracy,0.9090909090909091
D177,,,LR,base_utility,macro_f1,0.9090875697913605
D177,,,DT,base_utility,accuracy,0.9121212121212121
D177,,,DT,base_utility,macro_f1,0.9120816529016729
D177,,,RF,base_utility,accuracy,0.9484848484848485
D177,,,RF,base_utility,macro_f1,0.9484465029084994
D178,,,LR,base_utility,accuracy,0.8787878787878788
D178,,,LR,base_utility,macro_f1,0.878747795414462
D178,,,DT,base_utility,accuracy,0.9303030303030303
D178,,,DT,base_utility,macro_f1,0.9303023902882488
D178,,,RF,base_utility,accuracy,0.9515151515151515
D178,,,RF,base_utility,macro_f1,0.9514705882352941
D179,,,LR,base_utility,accuracy,0.8939393939393939
D179,,,LR,base_utility,macro_f1,0.8939384200038567
D179,,,DT,base_utility,accuracy,0.8515151515151516
D179,,,DT,base_utility,macro_f1,0.851349984831631
D179,,,RF,base_utility,accuracy,0.906060606060606
D179,,,RF,base_utility,macro_f1,0.9060597434319875
D18,,,LR,base_utility,accuracy,0.6787878787878788
D18,,,LR,base_utility,macro_f1,0.6757388112277058
D18,,,DT,base_utility,accuracy,0.8545454545454545
