Dataset,Synthesizer,Repetition,Output_IR,Train_IR,Test_IR,Diff
D1095,CART,R3,0.9734904270986745,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1096,TVAE,R1,0.9280575539568345,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1096,TVAE,R2,0.9881305637982196,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1096,TVAE,R3,0.9590643274853801,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1096,CART,R1,0.9088319088319088,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1096,CART,R2,0.8980169971671388,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1096,CART,R3,0.9142857142857143,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1097,TVAE,R1,0.9170243204577968,0.9364161849710982,0.875,-0.06141618497109824
D1097,TVAE,R2,0.8559556786703602,0.9364161849710982,0.875,-0.06141618497109824
D1097,TVAE,R3,0.8431911966987621,0.9364161849710982,0.875,-0.06141618497109824
D1097,CART,R1,0.9648093841642229,0.9364161849710982,0.875,-0.06141618497109824
D1097,CART,R2,0.9619326500732065,0.9364161849710982,0.875,-0.06141618497109824
D1097,CART,R3,0.9533527696793003,0.9364161849710982,0.875,-0.06141618497109824
D1098,TVAE,R1,0.9734904270986745,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1098,TVAE,R2,0.9420289855072463,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1098,TVAE,R3,0.9280575539568345,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1098,CART,R1,0.9533527696793003,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1098,CART,R2,0.9533527696793003,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1098,CART,R3,0.9476744186046512,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1099,TVAE,R1,0.8926553672316384,0.976401179941003,0.9879518072289156,0.011550627287912674
D1099,TVAE,R2,0.976401179941003,0.976401179941003,0.9879518072289156,0.011550627287912674
D1099,TVAE,R3,0.8926553672316384,0.976401179941003,0.9879518072289156,0.011550627287912674
D1099,CART,R1,0.9364161849710982,0.976401179941003,0.9879518072289156,0.011550627287912674
D1099,CART,R2,0.9280575539568345,0.976401179941003,0.9879518072289156,0.011550627287912674
D1099,CART,R3,0.9392185238784371,0.976401179941003,0.9879518072289156,0.011550627287912674
D11,TVAE,R1,0.6834170854271356,0.9476744186046512,0.9879518072289156,0.04027738862426444
D11,TVAE,R2,0.7357512953367875,0.9476744186046512,0.9879518072289156,0.04027738862426444
D11,TVAE,R3,0.700507614213198,0.9476744186046512,0.9879518072289156,0.04027738862426444
D11,CART,R1,0.8306010928961749,0.9476744186046512,0.9879518072289156,0.04027738862426444
D11,CART,R2,0.7631578947368421,0.9476744186046512,0.9879518072289156,0.04027738862426444
D11,CART,R3,0.8010752688172043,0.9476744186046512,0.9879518072289156,0.04027738862426444
D110,TVAE,R1,0.8611111111111112,0.9822485207100592,0.9642857142857143,-0.01796280642434489
D110,TVAE,R2,0.9364161849710982,0.9822485207100592,0.9642857142857143,-0.01796280642434489
D110,TVAE,R3,0.8820224719101124,0.9822485207100592,0.9642857142857143,-0.01796280642434489
D110,CART,R1,0.8611111111111112,0.9822485207100592,0.9642857142857143,-0.01796280642434489
D110,CART,R2,0.8406593406593407,0.9822485207100592,0.9642857142857143,-0.01796280642434489
D110,CART,R3,0.8611111111111112,0.9822485207100592,0.9642857142857143,-0.01796280642434489
D1100,TVAE,R1,0.9142857142857143,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1100,TVAE,R2,0.9705882352941176,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1100,TVAE,R3,0.976401179941003,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1100,CART,R1,0.930835734870317,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1100,CART,R2,0.9420289855072463,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1100,CART,R3,0.9170243204577968,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1101,TVAE,R1,0.9619326500732065,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1101,TVAE,R2,0.8482758620689655,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1101,TVAE,R3,0.9197707736389685,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1101,CART,R1,0.9851851851851852,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1101,CART,R2,0.9793205317577548,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1101,CART,R3,1.0,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1102,TVAE,R1,0.9793205317577548,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1102,TVAE,R2,0.950509461426492,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1102,TVAE,R3,0.9648093841642229,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1102,CART,R1,0.9619326500732065,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1102,CART,R2,0.9705882352941176,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1102,CART,R3,0.9533527696793003,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1103,TVAE,R1,0.8636995827538247,0.930835734870317,0.9879518072289156,0.05711607235859861
D1103,TVAE,R2,0.8533886583679114,0.930835734870317,0.9879518072289156,0.05711607235859861
D1103,TVAE,R3,0.9533527696793003,0.930835734870317,0.9879518072289156,0.05711607235859861
D1103,CART,R1,0.876750700280112,0.930835734870317,0.9879518072289156,0.05711607235859861
D1103,CART,R2,0.8585298196948682,0.930835734870317,0.9879518072289156,0.05711607235859861
D1103,CART,R3,0.8585298196948682,0.930835734870317,0.9879518072289156,0.05711607235859861
D1104,TVAE,R1,0.9619326500732065,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1104,TVAE,R2,0.976401179941003,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1104,TVAE,R3,0.9364161849710982,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1104,CART,R1,0.9392185238784371,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1104,CART,R2,0.8980169971671388,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1104,CART,R3,0.9734904270986745,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1105,TVAE,R1,0.8980169971671388,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1105,TVAE,R2,0.9619326500732065,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1105,TVAE,R3,0.9940476190476191,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1105,CART,R1,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1105,CART,R2,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1105,CART,R3,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1106,TVAE,R1,0.9970193740685543,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1106,TVAE,R2,0.9793205317577548,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1106,TVAE,R3,0.9448476052249637,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1106,CART,R1,0.9061166429587483,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1106,CART,R2,0.9088319088319088,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1106,CART,R3,0.9061166429587483,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1107,TVAE,R1,0.9061166429587483,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1107,TVAE,R2,0.9676945668135095,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1107,TVAE,R3,0.8846694796061885,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1107,CART,R1,0.9364161849710982,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1107,CART,R2,0.9448476052249637,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1107,CART,R3,0.9448476052249637,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1108,TVAE,R1,0.8926553672316384,0.9851851851851852,0.9186046511627907,-0.0665805340223945
D1108,TVAE,R2,0.8980169971671388,0.9851851851851852,0.9186046511627907,-0.0665805340223945
D1108,TVAE,R3,0.9476744186046512,0.9851851851851852,0.9186046511627907,-0.0665805340223945
D1108,CART,R1,0.9648093841642229,0.9851851851851852,0.9186046511627907,-0.0665805340223945
D1108,CART,R2,0.9940476190476191,0.9851851851851852,0.9186046511627907,-0.0665805340223945
D1108,CART,R3,0.9940476190476191,0.9851851851851852,0.9186046511627907,-0.0665805340223945
D1109,TVAE,R1,0.9734904270986745,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1109,TVAE,R2,0.9619326500732065,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1109,TVAE,R3,0.9822485207100592,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1109,CART,R1,0.9881305637982196,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1109,CART,R2,0.9881305637982196,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1109,CART,R3,0.9881305637982196,0.976401179941003,0.9526627218934911,-0.023738458047511846
D111,TVAE,R1,0.9252873563218391,0.9476744186046512,0.8131868131868132,-0.134487605417838
D111,TVAE,R2,0.8010752688172043,0.9476744186046512,0.8131868131868132,-0.134487605417838
D111,TVAE,R3,0.8206521739130435,0.9476744186046512,0.8131868131868132,-0.134487605417838
D111,CART,R1,0.8306010928961749,0.9476744186046512,0.8131868131868132,-0.134487605417838
D111,CART,R2,0.8611111111111112,0.9476744186046512,0.8131868131868132,-0.134487605417838
D111,CART,R3,0.8715083798882681,0.9476744186046512,0.8131868131868132,-0.134487605417838
D1110,TVAE,R1,0.9252873563218391,0.9648093841642229,0.9298245614035088,-0.03498482276071413
D1110,TVAE,R2,0.9420289855072463,0.9648093841642229,0.9298245614035088,-0.03498482276071413
D1110,TVAE,R3,0.9364161849710982,0.9648093841642229,0.9298245614035088,-0.03498482276071413
D1110,CART,R1,0.9476744186046512,0.9648093841642229,0.9298245614035088,-0.03498482276071413
D1110,CART,R2,0.9590643274853801,0.9648093841642229,0.9298245614035088,-0.03498482276071413
D1110,CART,R3,0.9676945668135095,0.9648093841642229,0.9298245614035088,-0.03498482276071413
D1111,TVAE,R1,0.9590643274853801,0.9970193740685543,0.9642857142857143,-0.03273365978284004
D1111,TVAE,R2,0.9676945668135095,0.9970193740685543,0.9642857142857143,-0.03273365978284004
D1111,TVAE,R3,0.976401179941003,0.9970193740685543,0.9642857142857143,-0.03273365978284004
D1111,CART,R1,0.9851851851851852,0.9970193740685543,0.9642857142857143,-0.03273365978284004
D1111,CART,R2,0.9910846953937593,0.9970193740685543,0.9642857142857143,-0.03273365978284004
D1111,CART,R3,0.9970193740685543,0.9970193740685543,0.9642857142857143,-0.03273365978284004
D1112,TVAE,R1,0.9336219336219336,0.976401179941003,0.9411764705882353,-0.03522470935276767
D1112,TVAE,R2,0.8662952646239555,0.976401179941003,0.9411764705882353,-0.03522470935276767
D1112,TVAE,R3,0.9115549215406562,0.976401179941003,0.9411764705882353,-0.03522470935276767
D1112,CART,R1,0.976401179941003,0.976401179941003,0.9411764705882353,-0.03522470935276767
D1112,CART,R2,0.9142857142857143,0.976401179941003,0.9411764705882353,-0.03522470935276767
D1112,CART,R3,0.9476744186046512,0.976401179941003,0.9411764705882353,-0.03522470935276767
D1113,TVAE,R1,0.9851851851851852,0.9970193740685543,0.9939577039274925,-0.003061670141061845
D1113,TVAE,R2,0.9619326500732065,0.9970193740685543,0.9939577039274925,-0.003061670141061845
D1113,TVAE,R3,0.9851851851851852,0.9970193740685543,0.9939577039274925,-0.003061670141061845
D1113,CART,R1,0.9476744186046512,0.9970193740685543,0.9939577039274925,-0.003061670141061845
D1113,CART,R2,0.9448476052249637,0.9970193740685543,0.9939577039274925,-0.003061670141061845
D1113,CART,R3,0.950509461426492,0.9970193740685543,0.9939577039274925,-0.003061670141061845
D1114,TVAE,R1,0.8406593406593407,0.9734904270986745,0.9469026548672567,-0.02658777223141784
D1114,TVAE,R2,0.8873239436619719,0.9734904270986745,0.9469026548672567,-0.02658777223141784
D1114,TVAE,R3,0.8926553672316384,0.9734904270986745,0.9469026548672567,-0.02658777223141784
D1114,CART,R1,0.9940476190476191,0.9734904270986745,0.9469026548672567,-0.02658777223141784
D1114,CART,R2,0.9851851851851852,0.9734904270986745,0.9469026548672567,-0.02658777223141784
D1114,CART,R3,0.9970193740685543,0.9734904270986745,0.9469026548672567,-0.02658777223141784
D1115,TVAE,R1,0.9734904270986745,0.9533527696793003,0.9186046511627907,-0.03474811851650961
D1115,TVAE,R2,0.9970193740685543,0.9533527696793003,0.9186046511627907,-0.03474811851650961
D1115,TVAE,R3,0.9793205317577548,0.9533527696793003,0.9186046511627907,-0.03474811851650961
D1115,CART,R1,1.0,0.9533527696793003,0.9186046511627907,-0.03474811851650961
D1115,CART,R2,1.0,0.9533527696793003,0.9186046511627907,-0.03474811851650961
D1115,CART,R3,0.9851851851851852,0.9533527696793003,0.9186046511627907,-0.03474811851650961
D1116,TVAE,R1,0.879382889200561,0.9562043795620438,0.9411764705882353,-0.015027908973808568
D1116,TVAE,R2,0.9034090909090909,0.9562043795620438,0.9411764705882353,-0.015027908973808568
D1116,TVAE,R3,0.9392185238784371,0.9562043795620438,0.9411764705882353,-0.015027908973808568
D1116,CART,R1,0.9225251076040172,0.9562043795620438,0.9411764705882353,-0.015027908973808568
D1116,CART,R2,0.9197707736389685,0.9562043795620438,0.9411764705882353,-0.015027908973808568
D1116,CART,R3,0.9562043795620438,0.9562043795620438,0.9411764705882353,-0.015027908973808568
D1117,TVAE,R1,0.9088319088319088,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1117,TVAE,R2,0.976401179941003,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1117,TVAE,R3,0.900709219858156,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1117,CART,R1,0.9648093841642229,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1117,CART,R2,0.9851851851851852,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1117,CART,R3,0.9881305637982196,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1118,TVAE,R1,0.9881305637982196,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1118,TVAE,R2,0.9822485207100592,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1118,TVAE,R3,0.8846694796061885,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1118,CART,R1,0.9940476190476191,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1118,CART,R2,0.9881305637982196,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1118,CART,R3,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1119,TVAE,R1,0.9252873563218391,0.9940476190476191,0.9584569732937686,-0.035590645753850514
D1119,TVAE,R2,0.9252873563218391,0.9940476190476191,0.9584569732937686,-0.035590645753850514
D1119,TVAE,R3,0.8533886583679114,0.9940476190476191,0.9584569732937686,-0.035590645753850514
D1119,CART,R1,0.9061166429587483,0.9940476190476191,0.9584569732937686,-0.035590645753850514
D1119,CART,R2,0.9061166429587483,0.9940476190476191,0.9584569732937686,-0.035590645753850514
D1119,CART,R3,0.9034090909090909,0.9940476190476191,0.9584569732937686,-0.035590645753850514
D112,TVAE,R1,0.9705882352941176,0.8820224719101124,0.8539325842696629,-0.028089887640449507
D112,TVAE,R2,0.8715083798882681,0.8820224719101124,0.8539325842696629,-0.028089887640449507
D112,TVAE,R3,0.9252873563218391,0.8820224719101124,0.8539325842696629,-0.028089887640449507
D112,CART,R1,0.8715083798882681,0.8820224719101124,0.8539325842696629,-0.028089887640449507
D112,CART,R2,0.8715083798882681,0.8820224719101124,0.8539325842696629,-0.028089887640449507
D112,CART,R3,0.8926553672316384,0.8820224719101124,0.8539325842696629,-0.028089887640449507
D1120,TVAE,R1,0.8846694796061885,1.0,0.9879518072289156,-0.012048192771084376
D1120,TVAE,R2,0.9822485207100592,1.0,0.9879518072289156,-0.012048192771084376
D1120,TVAE,R3,0.9648093841642229,1.0,0.9879518072289156,-0.012048192771084376
D1120,CART,R1,0.8688981868898187,1.0,0.9879518072289156,-0.012048192771084376
D1120,CART,R2,0.8899858956276445,1.0,0.9879518072289156,-0.012048192771084376
D1120,CART,R3,0.8846694796061885,1.0,0.9879518072289156,-0.012048192771084376
D1121,TVAE,R1,0.9970193740685543,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1121,TVAE,R2,0.9476744186046512,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1121,TVAE,R3,0.9940476190476191,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1121,CART,R1,0.9364161849710982,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1121,CART,R2,0.9364161849710982,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1121,CART,R3,0.9364161849710982,0.976401179941003,0.9526627218934911,-0.023738458047511846
D1122,TVAE,R1,0.9590643274853801,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1122,TVAE,R2,0.9420289855072463,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1122,TVAE,R3,0.8953323903818954,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1122,CART,R1,0.876750700280112,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1122,CART,R2,0.879382889200561,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1122,CART,R3,0.8846694796061885,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1123,TVAE,R1,0.9252873563218391,0.9881305637982196,0.9939577039274925,0.005827140129272879
D1123,TVAE,R2,0.976401179941003,0.9881305637982196,0.9939577039274925,0.005827140129272879
D1123,TVAE,R3,0.9061166429587483,0.9881305637982196,0.9939577039274925,0.005827140129272879
D1123,CART,R1,0.9881305637982196,0.9881305637982196,0.9939577039274925,0.005827140129272879
D1123,CART,R2,0.976401179941003,0.9881305637982196,0.9939577039274925,0.005827140129272879
D1123,CART,R3,0.9648093841642229,0.9881305637982196,0.9939577039274925,0.005827140129272879
D1124,TVAE,R1,0.9705882352941176,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1124,TVAE,R2,0.9676945668135095,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1124,TVAE,R3,0.9881305637982196,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1124,CART,R1,0.9648093841642229,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1124,CART,R2,0.9619326500732065,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1124,CART,R3,0.9970193740685543,0.9822485207100592,0.9186046511627907,-0.06364386954726853
D1125,TVAE,R1,0.9170243204577968,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1125,TVAE,R2,0.9170243204577968,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1125,TVAE,R3,0.9562043795620438,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1125,CART,R1,0.9364161849710982,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1125,CART,R2,0.9364161849710982,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1125,CART,R3,0.9364161849710982,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1126,TVAE,R1,0.9590643274853801,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1126,TVAE,R2,0.9676945668135095,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1126,TVAE,R3,0.976401179941003,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1126,CART,R1,0.9336219336219336,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1126,CART,R2,0.9280575539568345,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1126,CART,R3,0.9280575539568345,0.9822485207100592,0.9584569732937686,-0.023791547416290637
D1127,TVAE,R1,0.9881305637982196,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1127,TVAE,R2,0.9940476190476191,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1127,TVAE,R3,0.9562043795620438,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1127,CART,R1,0.9881305637982196,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1127,CART,R2,0.9705882352941176,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1127,CART,R3,0.9648093841642229,0.9590643274853801,0.9879518072289156,0.02888747974353556
D1128,TVAE,R1,0.9970193740685543,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1128,TVAE,R2,0.9420289855072463,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1128,TVAE,R3,0.9533527696793003,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1128,CART,R1,0.8846694796061885,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1128,CART,R2,0.9225251076040172,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1128,CART,R3,0.9115549215406562,0.9648093841642229,0.9939577039274925,0.029148319763269592
D1129,TVAE,R1,0.9336219336219336,0.9364161849710982,0.875,-0.06141618497109824
D1129,TVAE,R2,0.900709219858156,0.9364161849710982,0.875,-0.06141618497109824
D1129,TVAE,R3,0.9197707736389685,0.9364161849710982,0.875,-0.06141618497109824
D1129,CART,R1,0.9619326500732065,0.9364161849710982,0.875,-0.06141618497109824
D1129,CART,R2,0.9619326500732065,0.9364161849710982,0.875,-0.06141618497109824
D1129,CART,R3,0.9619326500732065,0.9364161849710982,0.875,-0.06141618497109824
D113,TVAE,R1,0.9034090909090909,0.8926553672316384,0.7934782608695652,-0.09917710636207322
D113,TVAE,R2,0.7539267015706806,0.8926553672316384,0.7934782608695652,-0.09917710636207322
D113,TVAE,R3,0.8306010928961749,0.8926553672316384,0.7934782608695652,-0.09917710636207322
D113,CART,R1,0.8611111111111112,0.8926553672316384,0.7934782608695652,-0.09917710636207322
D113,CART,R2,0.8611111111111112,0.8926553672316384,0.7934782608695652,-0.09917710636207322
D113,CART,R3,0.8611111111111112,0.8926553672316384,0.7934782608695652,-0.09917710636207322
D1130,TVAE,R1,0.9676945668135095,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1130,TVAE,R2,0.9851851851851852,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1130,TVAE,R3,0.9793205317577548,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1130,CART,R1,0.9533527696793003,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1130,CART,R2,0.9533527696793003,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1130,CART,R3,0.9533527696793003,0.9822485207100592,0.9760479041916168,-0.006200616518442392
D1131,TVAE,R1,0.8741258741258742,0.976401179941003,0.9879518072289156,0.011550627287912674
D1131,TVAE,R2,0.9170243204577968,0.976401179941003,0.9879518072289156,0.011550627287912674
D1131,TVAE,R3,0.9336219336219336,0.976401179941003,0.9879518072289156,0.011550627287912674
D1131,CART,R1,0.9392185238784371,0.976401179941003,0.9879518072289156,0.011550627287912674
D1131,CART,R2,0.9448476052249637,0.976401179941003,0.9879518072289156,0.011550627287912674
D1131,CART,R3,0.950509461426492,0.976401179941003,0.9879518072289156,0.011550627287912674
D1132,TVAE,R1,0.9734904270986745,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1132,TVAE,R2,0.8980169971671388,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1132,TVAE,R3,0.9851851851851852,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1132,CART,R1,0.8980169971671388,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1132,CART,R2,0.9476744186046512,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1132,CART,R3,0.900709219858156,0.9676945668135095,0.9130434782608695,-0.054651088552640004
D1133,TVAE,R1,0.9851851851851852,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1133,TVAE,R2,0.9793205317577548,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1133,TVAE,R3,0.9533527696793003,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1133,CART,R1,0.9970193740685543,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1133,CART,R2,0.9970193740685543,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1133,CART,R3,0.9970193740685543,0.9940476190476191,0.9879518072289156,-0.006095811818703445
D1134,TVAE,R1,0.9619326500732065,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1134,TVAE,R2,0.9705882352941176,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1134,TVAE,R3,0.9088319088319088,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1134,CART,R1,0.9533527696793003,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1134,CART,R2,0.9562043795620438,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1134,CART,R3,0.9392185238784371,0.9734904270986745,0.9354838709677419,-0.03800655613093262
D1135,TVAE,R1,0.930835734870317,0.930835734870317,0.9879518072289156,0.05711607235859861
D1135,TVAE,R2,0.8899858956276445,0.930835734870317,0.9879518072289156,0.05711607235859861
D1135,TVAE,R3,0.9822485207100592,0.930835734870317,0.9879518072289156,0.05711607235859861
D1135,CART,R1,0.8688981868898187,0.930835734870317,0.9879518072289156,0.05711607235859861
D1135,CART,R2,0.8899858956276445,0.930835734870317,0.9879518072289156,0.05711607235859861
D1135,CART,R3,0.876750700280112,0.930835734870317,0.9879518072289156,0.05711607235859861
D1136,TVAE,R1,0.8431911966987621,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1136,TVAE,R2,0.9476744186046512,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1136,TVAE,R3,0.8108108108108109,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1136,CART,R1,0.950509461426492,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1136,CART,R2,0.9061166429587483,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1136,CART,R3,0.9142857142857143,0.9734904270986745,0.9760479041916168,0.002557477092942295
D1137,TVAE,R1,0.8846694796061885,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1137,TVAE,R2,0.9448476052249637,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1137,TVAE,R3,0.9851851851851852,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1137,CART,R1,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1137,CART,R2,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1137,CART,R3,0.976401179941003,0.9881305637982196,0.9760479041916168,-0.012082659606602819
D1138,TVAE,R1,0.9705882352941176,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1138,TVAE,R2,0.9533527696793003,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1138,TVAE,R3,0.9280575539568345,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1138,CART,R1,0.9061166429587483,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1138,CART,R2,0.9170243204577968,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1138,CART,R3,0.8953323903818954,0.9881305637982196,0.9879518072289156,-0.00017875656930399497
D1139,TVAE,R1,0.9061166429587483,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1139,TVAE,R2,0.9940476190476191,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1139,TVAE,R3,0.9676945668135095,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1139,CART,R1,0.9476744186046512,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1139,CART,R2,0.9476744186046512,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D1139,CART,R3,0.9392185238784371,0.9851851851851852,0.9819819819819819,-0.00320320320320322
D114,TVAE,R1,0.9705882352941176,0.9590643274853801,0.9186046511627907,-0.0404596763225894
