Dataset,Synthesizer,Repetition,Authenticity,Coherence,Column Pair Trends,Column Shapes,Coverage,Data Structure,Data Validity,Density,ImpPrecision,ImpRecall,Privacy,output_c1,output_c2,output_clsCoef,output_complex,output_density,output_f1,output_f1v,output_f2,output_f3,output_f4,output_hubs,output_l1,output_l2,output_l3,output_lsc,output_n1,output_n2,output_n3,output_n4,output_t1,output_t2,output_t3,output_t4,Output_IR,Train_IR,Test_IR,IR_Diff,class_sep,flip_y,input_c1,input_c2,input_clsCoef,input_complex,input_density,input_f1,input_f1v,input_f2,input_f3,input_f4,input_hubs,input_l1,input_l2,input_l3,input_lsc,input_n1,input_n2,input_n3,input_n4,input_t1,input_t2,input_t3,input_t4,n_classes,n_clusters_per_class,n_features,n_informative,n_redundant,n_repeated,n_samples,random_state,input_complex_cat,complex_diff
D240,TVAE,R2,0.5985074626865672,0.961,0.898365614909993,0.903527815468114,0.8582089552238806,1.0,1.0,0.6653731343283583,0.8014925373134328,0.9477611940298508,0.851,0.013,0.035,0.42,0.411,0.942,0.717,0.272,0.343,0.981,0.909,0.888,0.198,0.182,0.142,0.983,0.107,0.399,0.219,0.161,0.615,0.015,0.007,0.5,0.7631578947368421,0.9364161849710982,0.9760479041916168,0.0396317192205185,4.0,0.2,0.001,0.002,0.387,0.38,0.935,0.652,0.207,0.31,0.964,0.834,0.874,0.19,0.124,0.109,0.988,0.096,0.401,0.194,0.128,0.639,0.015,0.004,0.3,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,42.0,medium-low,0.030999999999999972
D240,TVAE,R3,0.6402985074626866,0.965,0.8848116410437338,0.8930800542740841,0.8820895522388059,1.0,1.0,0.6826865671641792,0.8044776119402985,0.9552238805970148,0.853,0.01,0.027,0.445,0.423,0.956,0.746,0.289,0.387,0.972,0.896,0.904,0.197,0.184,0.161,0.989,0.111,0.412,0.233,0.167,0.709,0.015,0.007,0.5,0.7914438502673797,0.9364161849710982,0.9760479041916168,0.0396317192205185,4.0,0.2,0.001,0.002,0.387,0.38,0.935,0.652,0.207,0.31,0.964,0.834,0.874,0.19,0.124,0.109,0.988,0.096,0.401,0.194,0.128,0.639,0.015,0.004,0.3,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,42.0,medium-low,0.04299999999999998
D241,CART,R1,0.3611940298507463,0.982,0.826809873410416,0.9497512437810944,0.7791044776119403,1.0,0.9923240938166312,0.4444776119402986,0.8776119402985074,0.971641791044776,0.545,0.002,0.006,0.781,0.206,0.998,0.045,0.015,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.54,0.001,0.261,0.0,0.0,0.034,0.03,0.024,0.8,0.8980169971671388,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.932,0.209,0.997,0.017,0.009,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.507,0.001,0.26,0.0,0.0,0.055,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.0030000000000000027
D241,CART,R2,0.0716417910447761,0.981,0.8339681559555883,0.9463397299218196,0.9835820895522388,1.0,0.99182658137882,1.1585074626865672,0.9985074626865672,0.9059701492537312,0.195,0.002,0.006,0.791,0.207,0.998,0.043,0.014,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.558,0.001,0.256,0.0,0.0,0.043,0.03,0.024,0.8,0.8980169971671388,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.932,0.209,0.997,0.017,0.009,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.507,0.001,0.26,0.0,0.0,0.055,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.0020000000000000018
D241,CART,R3,0.0552238805970149,0.98,0.8385247740226827,0.9468372423596304,0.991044776119403,1.0,0.9921108742004264,1.1653731343283582,0.9955223880597016,0.908955223880597,0.172,0.002,0.006,0.736,0.204,0.997,0.047,0.015,0.0,0.0,0.0,0.982,0.0,0.0,0.0,0.538,0.001,0.254,0.0,0.0,0.046,0.03,0.024,0.8,0.8980169971671388,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.932,0.209,0.997,0.017,0.009,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.507,0.001,0.26,0.0,0.0,0.055,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.0050000000000000044
D241,TVAE,R1,0.3641791044776119,0.969,0.8390948301086563,0.8689410092395168,0.9447761194029852,1.0,0.9999289267945984,1.589253731343284,0.964179104477612,0.508955223880597,0.6409999999999999,0.001,0.002,0.784,0.237,0.989,0.021,0.007,0.044,0.269,0.0,0.939,0.004,0.004,0.0,0.834,0.01,0.257,0.015,0.0,0.23,0.03,0.022,0.75,0.9420289855072465,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.932,0.209,0.997,0.017,0.009,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.507,0.001,0.26,0.0,0.0,0.055,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.027999999999999997
D241,TVAE,R2,0.5313432835820896,0.97,0.8596050209471953,0.8648187633262261,0.9388059701492536,1.0,1.0,0.912537313432836,0.8283582089552238,0.8597014925373134,0.8109999999999999,0.0,0.001,0.818,0.299,0.992,0.033,0.011,0.045,0.804,0.594,0.94,0.007,0.007,0.009,0.824,0.005,0.36,0.012,0.001,0.304,0.03,0.022,0.75,0.95906432748538,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.932,0.209,0.997,0.017,0.009,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.507,0.001,0.26,0.0,0.0,0.055,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.09
D241,TVAE,R3,0.5313432835820896,0.969,0.8437536924212878,0.8626865671641791,0.9313432835820896,1.0,0.9999289267945984,0.8483582089552241,0.8671641791044776,0.8477611940298507,0.831,0.0,0.0,0.701,0.259,0.978,0.032,0.012,0.043,0.485,0.304,0.913,0.004,0.007,0.004,0.758,0.008,0.326,0.013,0.013,0.29,0.03,0.022,0.75,0.9881305637982196,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.932,0.209,0.997,0.017,0.009,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.507,0.001,0.26,0.0,0.0,0.055,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.05000000000000002
D242,CART,R1,0.291044776119403,0.981,0.8405807773007328,0.9525941719971572,0.8522388059701492,1.0,0.991897654584222,0.5002985074626867,0.8865671641791045,0.9552238805970148,0.506,0.0,0.0,0.743,0.219,0.998,0.043,0.015,0.01,0.301,0.0,0.99,0.0,0.0,0.0,0.573,0.001,0.249,0.003,0.0,0.039,0.03,0.024,0.8,0.9940476190476192,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.01,0.0,0.0,0.772,0.235,0.989,0.024,0.012,0.028,0.318,0.007,0.934,0.0,0.0,0.0,0.759,0.004,0.307,0.009,0.007,0.142,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.015999999999999986
D242,CART,R2,0.0522388059701492,0.98,0.837128451810672,0.9503198294243068,0.991044776119403,1.0,0.9929637526652452,1.1889552238805972,0.9985074626865672,0.9059701492537312,0.1709999999999999,0.0,0.0,0.754,0.234,0.998,0.048,0.017,0.024,0.412,0.003,0.99,0.0,0.001,0.0,0.701,0.002,0.26,0.006,0.003,0.07,0.03,0.024,0.8,1.0,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.01,0.0,0.0,0.772,0.235,0.989,0.024,0.012,0.028,0.318,0.007,0.934,0.0,0.0,0.0,0.759,0.004,0.307,0.009,0.007,0.142,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.0009999999999999731
D242,CART,R3,0.0611940298507462,0.981,0.8280828960661044,0.9520966595593462,0.9955223880597016,1.0,0.9923240938166312,1.1370149253731343,0.9970149253731344,0.926865671641791,0.1629999999999999,0.0,0.0,0.734,0.271,0.997,0.05,0.018,0.059,0.634,0.433,0.977,0.001,0.003,0.004,0.772,0.004,0.265,0.007,0.003,0.143,0.03,0.024,0.8,1.0,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.01,0.0,0.0,0.772,0.235,0.989,0.024,0.012,0.028,0.318,0.007,0.934,0.0,0.0,0.0,0.759,0.004,0.307,0.009,0.007,0.142,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.03600000000000003
D242,TVAE,R1,0.3970149253731343,0.965,0.8924924947835586,0.8791044776119404,0.926865671641791,1.0,1.0,1.2113432835820896,0.9417910447761194,0.5776119402985075,0.718,0.0,0.0,0.75,0.227,0.986,0.019,0.008,0.016,0.279,0.0,0.936,0.0,0.0,0.0,0.683,0.005,0.293,0.01,0.001,0.197,0.03,0.022,0.75,0.976401179941003,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.01,0.0,0.0,0.772,0.235,0.989,0.024,0.012,0.028,0.318,0.007,0.934,0.0,0.0,0.0,0.759,0.004,0.307,0.009,0.007,0.142,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.00799999999999998
D242,TVAE,R2,0.4850746268656716,0.969,0.8774139859359142,0.8732054015636107,0.9432835820895522,1.0,1.0,0.9456716417910448,0.8731343283582089,0.8537313432835821,0.797,0.0,0.0,0.713,0.266,0.981,0.023,0.01,0.025,0.713,0.431,0.925,0.001,0.006,0.001,0.704,0.006,0.312,0.013,0.007,0.167,0.03,0.022,0.75,0.9705882352941176,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.01,0.0,0.0,0.772,0.235,0.989,0.024,0.012,0.028,0.318,0.007,0.934,0.0,0.0,0.0,0.759,0.004,0.307,0.009,0.007,0.142,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.031000000000000028
D242,TVAE,R3,0.4925373134328358,0.97,0.8443191778170192,0.8800284292821604,0.964179104477612,1.0,1.0,1.0047761194029852,0.8791044776119403,0.8298507462686567,0.7709999999999999,0.0,0.0,0.718,0.282,0.981,0.03,0.01,0.058,0.71,0.457,0.914,0.005,0.004,0.001,0.802,0.009,0.312,0.016,0.012,0.36,0.03,0.022,0.75,0.9940476190476192,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.01,0.0,0.0,0.772,0.235,0.989,0.024,0.012,0.028,0.318,0.007,0.934,0.0,0.0,0.0,0.759,0.004,0.307,0.009,0.007,0.142,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.046999999999999986
D243,CART,R1,0.2313432835820895,0.982,0.8299150362055798,0.9511727078891258,0.844776119402985,1.0,0.9919687277896232,0.5605970149253732,0.9492537313432836,0.935820895522388,0.4029999999999999,0.001,0.001,0.775,0.338,0.998,0.114,0.052,0.088,0.846,0.652,0.99,0.076,0.033,0.033,0.947,0.023,0.37,0.046,0.04,0.504,0.03,0.024,0.8,0.9476744186046512,0.9881305637982196,1.0,0.0118694362017803,4.0,0.1,0.0,0.0,0.946,0.381,0.998,0.114,0.06,0.049,0.915,0.794,0.978,0.166,0.046,0.033,0.967,0.041,0.422,0.085,0.043,0.875,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-low,-0.04299999999999998
D243,CART,R2,0.0492537313432835,0.981,0.8254734360030201,0.9505330490405116,0.9850746268656716,1.0,0.992537313432836,1.1008955223880597,1.0,0.9149253731343284,0.16,0.0,0.001,0.769,0.361,0.998,0.144,0.065,0.144,0.949,0.815,0.99,0.081,0.046,0.04,0.957,0.028,0.373,0.051,0.027,0.616,0.03,0.024,0.8,0.9533527696793004,0.9881305637982196,1.0,0.0118694362017803,4.0,0.1,0.0,0.0,0.946,0.381,0.998,0.114,0.06,0.049,0.915,0.794,0.978,0.166,0.046,0.033,0.967,0.041,0.422,0.085,0.043,0.875,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-low,-0.020000000000000018
D243,CART,R3,0.0582089552238805,0.981,0.8273500475937835,0.9504619758351102,0.991044776119403,1.0,0.9925373134328358,1.1656716417910449,0.9985074626865672,0.9223880597014924,0.1609999999999999,0.001,0.002,0.758,0.344,0.998,0.133,0.056,0.107,0.845,0.718,0.99,0.073,0.036,0.03,0.952,0.026,0.373,0.045,0.03,0.54,0.03,0.024,0.8,0.9364161849710982,0.9881305637982196,1.0,0.0118694362017803,4.0,0.1,0.0,0.0,0.946,0.381,0.998,0.114,0.06,0.049,0.915,0.794,0.978,0.166,0.046,0.033,0.967,0.041,0.422,0.085,0.043,0.875,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-low,-0.03700000000000003
D243,TVAE,R1,0.4194029850746268,0.971,0.8522071795769852,0.8904761904761904,0.8970149253731343,1.0,1.0,1.1349253731343285,0.928358208955224,0.6194029850746269,0.727,0.0,0.0,0.856,0.311,0.994,0.059,0.022,0.059,0.787,0.588,0.95,0.029,0.018,0.018,0.831,0.019,0.367,0.034,0.009,0.407,0.03,0.022,0.75,1.0,0.9881305637982196,1.0,0.0118694362017803,4.0,0.1,0.0,0.0,0.946,0.381,0.998,0.114,0.06,0.049,0.915,0.794,0.978,0.166,0.046,0.033,0.967,0.041,0.422,0.085,0.043,0.875,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-low,-0.07
D243,TVAE,R2,0.5552238805970149,0.971,0.8363052577040926,0.882089552238806,0.9417910447761194,1.0,1.0,0.8605970149253733,0.8522388059701492,0.8597014925373134,0.8059999999999999,0.003,0.008,0.78,0.319,0.989,0.069,0.031,0.062,0.722,0.434,0.939,0.056,0.028,0.022,0.92,0.024,0.401,0.054,0.028,0.646,0.03,0.022,0.75,0.8820224719101124,0.9881305637982196,1.0,0.0118694362017803,4.0,0.1,0.0,0.0,0.946,0.381,0.998,0.114,0.06,0.049,0.915,0.794,0.978,0.166,0.046,0.033,0.967,0.041,0.422,0.085,0.043,0.875,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-low,-0.062
D243,TVAE,R3,0.5059701492537313,0.972,0.8285198482339007,0.8894811656005684,0.9402985074626866,1.0,1.0,0.8647761194029852,0.8761194029850746,0.8716417910447761,0.807,0.0,0.0,0.858,0.348,0.993,0.086,0.039,0.079,0.83,0.612,0.956,0.07,0.036,0.022,0.946,0.038,0.41,0.075,0.027,0.773,0.03,0.022,0.75,0.9705882352941176,0.9881305637982196,1.0,0.0118694362017803,4.0,0.1,0.0,0.0,0.946,0.381,0.998,0.114,0.06,0.049,0.915,0.794,0.978,0.166,0.046,0.033,0.967,0.041,0.422,0.085,0.043,0.875,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-low,-0.03300000000000003
D244,CART,R1,0.2776119402985074,0.979,0.8133364290751773,0.9547974413646056,0.8537313432835821,1.0,0.9929637526652452,0.5626865671641793,0.9238805970149254,0.946268656716418,0.446,0.004,0.012,0.781,0.379,0.998,0.236,0.118,0.109,0.9,0.77,0.99,0.177,0.088,0.085,0.963,0.054,0.389,0.09,0.085,0.625,0.03,0.024,0.8,0.8559556786703602,0.8662952646239555,0.8857142857142857,0.0194190210903302,4.0,0.2,0.004,0.01,0.825,0.39,0.992,0.174,0.092,0.069,0.922,0.803,0.942,0.218,0.072,0.06,0.975,0.047,0.429,0.1,0.073,0.927,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-high,-0.01100000000000001
D244,CART,R2,0.0552238805970149,0.98,0.8221386791337222,0.9530206112295662,0.9850746268656716,1.0,0.9926083866382376,1.1259701492537315,1.0,0.9164179104477612,0.169,0.001,0.002,0.749,0.38,0.998,0.211,0.106,0.168,0.967,0.845,0.99,0.121,0.082,0.066,0.972,0.05,0.387,0.072,0.061,0.661,0.03,0.024,0.8,0.9364161849710982,0.8662952646239555,0.8857142857142857,0.0194190210903302,4.0,0.2,0.004,0.01,0.825,0.39,0.992,0.174,0.092,0.069,0.922,0.803,0.942,0.218,0.072,0.06,0.975,0.047,0.429,0.1,0.073,0.927,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-high,-0.010000000000000009
D244,CART,R3,0.0626865671641791,0.981,0.8233575460743043,0.9524520255863538,0.9880597014925372,1.0,0.9912579957356076,1.104179104477612,0.9925373134328358,0.9134328358208956,0.1559999999999999,0.001,0.004,0.805,0.388,0.999,0.213,0.107,0.118,0.954,0.839,0.99,0.179,0.085,0.079,0.979,0.052,0.39,0.084,0.066,0.743,0.03,0.024,0.8,0.9142857142857144,0.8662952646239555,0.8857142857142857,0.0194190210903302,4.0,0.2,0.004,0.01,0.825,0.39,0.992,0.174,0.092,0.069,0.922,0.803,0.942,0.218,0.072,0.06,0.975,0.047,0.429,0.1,0.073,0.927,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-high,-0.0020000000000000018
D244,TVAE,R1,0.4119402985074626,0.969,0.8436682585321231,0.8904761904761904,0.9373134328358208,1.0,1.0,1.2,0.9194029850746268,0.6597014925373135,0.7120000000000001,0.004,0.01,0.749,0.348,0.987,0.071,0.033,0.119,0.924,0.806,0.909,0.062,0.028,0.027,0.949,0.026,0.405,0.049,0.025,0.67,0.03,0.022,0.75,0.8662952646239555,0.8662952646239555,0.8857142857142857,0.0194190210903302,4.0,0.2,0.004,0.01,0.825,0.39,0.992,0.174,0.092,0.069,0.922,0.803,0.942,0.218,0.072,0.06,0.975,0.047,0.429,0.1,0.073,0.927,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-high,-0.04200000000000004
D244,TVAE,R2,0.5164179104477612,0.969,0.8235152989147366,0.8884150675195451,0.9567164179104478,1.0,1.0,0.9591044776119404,0.8626865671641791,0.844776119402985,0.7759999999999999,0.003,0.008,0.887,0.352,0.995,0.063,0.027,0.067,0.903,0.703,0.951,0.07,0.024,0.016,0.957,0.025,0.408,0.049,0.033,0.763,0.03,0.022,0.75,0.8820224719101124,0.8662952646239555,0.8857142857142857,0.0194190210903302,4.0,0.2,0.004,0.01,0.825,0.39,0.992,0.174,0.092,0.069,0.922,0.803,0.942,0.218,0.072,0.06,0.975,0.047,0.429,0.1,0.073,0.927,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-high,-0.038000000000000034
D244,TVAE,R3,0.4865671641791044,0.971,0.7967783558074661,0.8933901918976546,0.935820895522388,1.0,1.0,0.9561194029850744,0.8850746268656716,0.8417910447761194,0.792,0.003,0.009,0.766,0.336,0.988,0.063,0.028,0.097,0.852,0.66,0.931,0.044,0.024,0.018,0.949,0.025,0.41,0.04,0.012,0.67,0.03,0.022,0.75,0.8715083798882681,0.8662952646239555,0.8857142857142857,0.0194190210903302,4.0,0.2,0.004,0.01,0.825,0.39,0.992,0.174,0.092,0.069,0.922,0.803,0.942,0.218,0.072,0.06,0.975,0.047,0.429,0.1,0.073,0.927,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,42.0,medium-high,-0.05399999999999999
D245,CART,R1,0.1567164179104477,0.982,0.9010262581582644,0.9548685145700072,0.9119402985074628,1.0,0.9975124378109452,0.6635820895522389,0.9761194029850746,0.9477611940298508,0.3329999999999999,0.001,0.002,0.746,0.217,0.998,0.057,0.02,0.0,0.004,0.0,0.984,0.0,0.0,0.0,0.759,0.001,0.283,0.0,0.0,0.11,0.03,0.022,0.75,0.9420289855072465,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.707,0.209,0.983,0.029,0.014,0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.743,0.001,0.294,0.001,0.0,0.079,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.008000000000000007
D245,CART,R2,0.0567164179104477,0.983,0.8951178349162048,0.9528784648187631,0.991044776119403,1.0,0.9975835110163468,1.224179104477612,0.98955223880597,0.9313432835820896,0.142,0.001,0.002,0.775,0.219,0.998,0.058,0.021,0.001,0.012,0.0,0.989,0.0,0.0,0.0,0.76,0.001,0.283,0.001,0.0,0.103,0.03,0.022,0.75,0.9420289855072465,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.707,0.209,0.983,0.029,0.014,0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.743,0.001,0.294,0.001,0.0,0.079,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.010000000000000009
D245,CART,R3,0.0611940298507462,0.982,0.8976371236509764,0.955223880597015,0.9925373134328358,1.0,0.996730632551528,1.2549253731343284,0.9970149253731344,0.8955223880597015,0.1629999999999999,0.001,0.002,0.748,0.22,0.998,0.062,0.022,0.0,0.01,0.0,0.987,0.0,0.0,0.0,0.772,0.001,0.287,0.003,0.0,0.134,0.03,0.022,0.75,0.9420289855072465,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.707,0.209,0.983,0.029,0.014,0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.743,0.001,0.294,0.001,0.0,0.079,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.01100000000000001
D245,TVAE,R1,0.4164179104477612,0.966,0.8273186285302992,0.8839374555792467,0.9149253731343284,1.0,0.9999289267945984,1.1743283582089554,0.9223880597014924,0.6895522388059702,0.6829999999999999,0.0,0.0,0.788,0.229,0.991,0.026,0.012,0.015,0.318,0.003,0.953,0.001,0.003,0.0,0.765,0.003,0.292,0.003,0.001,0.069,0.03,0.022,0.75,0.9705882352941176,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.707,0.209,0.983,0.029,0.014,0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.743,0.001,0.294,0.001,0.0,0.079,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.020000000000000018
D245,TVAE,R2,0.491044776119403,0.966,0.8357049129542305,0.8891257995735609,0.9388059701492536,1.0,1.0,0.8961194029850748,0.8552238805970149,0.8731343283582089,0.792,0.0,0.0,0.761,0.233,0.991,0.021,0.009,0.017,0.26,0.001,0.953,0.002,0.001,0.0,0.793,0.006,0.287,0.003,0.0,0.227,0.03,0.022,0.75,0.9705882352941176,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.707,0.209,0.983,0.029,0.014,0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.743,0.001,0.294,0.001,0.0,0.079,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.02400000000000002
D245,TVAE,R3,0.5388059701492537,0.963,0.8060924238420356,0.8771144278606966,0.9253731343283582,1.0,1.0,0.9405970149253732,0.8850746268656716,0.8597014925373134,0.7709999999999999,0.011,0.03,0.793,0.262,0.992,0.027,0.012,0.059,0.443,0.294,0.946,0.007,0.004,0.004,0.814,0.01,0.302,0.015,0.0,0.196,0.03,0.022,0.75,0.7819148936170213,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.707,0.209,0.983,0.029,0.014,0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.743,0.001,0.294,0.001,0.0,0.079,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.05300000000000002
D246,CART,R1,0.2223880597014925,0.979,0.8883097043963761,0.952949538024165,0.8791044776119403,1.0,0.9985785358919688,0.6155223880597016,0.928358208955224,0.9253731343283582,0.418,0.0,0.0,0.754,0.263,0.998,0.065,0.027,0.053,0.521,0.245,0.987,0.005,0.009,0.001,0.836,0.005,0.3,0.006,0.004,0.176,0.03,0.022,0.75,1.0,0.9881305637982196,0.9760479041916168,-0.0120826596066028,4.0,0.01,0.0,0.0,0.713,0.249,0.986,0.04,0.02,0.007,0.522,0.0,0.947,0.015,0.006,0.003,0.809,0.007,0.31,0.012,0.013,0.266,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.014000000000000012
D246,CART,R2,0.0701492537313432,0.979,0.8658292500380979,0.9523098791755508,0.9805970149253732,1.0,0.9972992181947408,1.1364179104477614,0.991044776119403,0.9223880597014924,0.1679999999999999,0.0,0.0,0.751,0.227,0.998,0.068,0.024,0.005,0.175,0.0,0.989,0.0,0.0,0.0,0.793,0.001,0.291,0.004,0.003,0.097,0.03,0.022,0.75,1.0,0.9881305637982196,0.9760479041916168,-0.0120826596066028,4.0,0.01,0.0,0.0,0.713,0.249,0.986,0.04,0.02,0.007,0.522,0.0,0.947,0.015,0.006,0.003,0.809,0.007,0.31,0.012,0.013,0.266,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.021999999999999992
D246,CART,R3,0.0671641791044776,0.98,0.8694854335091522,0.9509594882729212,0.9865671641791044,1.0,0.9971570717839374,1.1838805970149255,0.9925373134328358,0.917910447761194,0.18,0.0,0.0,0.735,0.247,0.997,0.066,0.027,0.027,0.312,0.057,0.986,0.003,0.007,0.003,0.857,0.005,0.313,0.006,0.003,0.234,0.03,0.022,0.75,0.9881305637982196,0.9881305637982196,0.9760479041916168,-0.0120826596066028,4.0,0.01,0.0,0.0,0.713,0.249,0.986,0.04,0.02,0.007,0.522,0.0,0.947,0.015,0.006,0.003,0.809,0.007,0.31,0.012,0.013,0.266,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,-0.0020000000000000018
D246,TVAE,R1,0.4641791044776119,0.971,0.851006237299209,0.8752665245202558,0.8985074626865671,1.0,1.0,1.1391044776119403,0.8940298507462686,0.6805970149253732,0.7240000000000001,0.001,0.003,0.681,0.293,0.986,0.048,0.022,0.053,0.751,0.57,0.944,0.012,0.013,0.0,0.846,0.016,0.332,0.028,0.007,0.336,0.03,0.022,0.75,0.930835734870317,0.9881305637982196,0.9760479041916168,-0.0120826596066028,4.0,0.01,0.0,0.0,0.713,0.249,0.986,0.04,0.02,0.007,0.522,0.0,0.947,0.015,0.006,0.003,0.809,0.007,0.31,0.012,0.013,0.266,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.043999999999999984
D246,TVAE,R2,0.5044776119402985,0.97,0.8416974307044859,0.8780383795309168,0.9656716417910448,1.0,1.0,0.9991044776119404,0.8567164179104477,0.8656716417910447,0.779,0.0,0.0,0.804,0.325,0.993,0.065,0.03,0.104,0.801,0.654,0.961,0.058,0.024,0.016,0.904,0.021,0.353,0.039,0.027,0.488,0.03,0.022,0.75,0.9940476190476192,0.9881305637982196,0.9760479041916168,-0.0120826596066028,4.0,0.01,0.0,0.0,0.713,0.249,0.986,0.04,0.02,0.007,0.522,0.0,0.947,0.015,0.006,0.003,0.809,0.007,0.31,0.012,0.013,0.266,0.03,0.022,0.75,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,42.0,low,0.07600000000000001
